[2025-06-18 14:27:55] 库准备完毕
[2025-06-18 14:27:56] 数据型分析完毕
[2025-06-18 14:27:56] Using categorical units to plot a list of strings that are all parsable as floats or dates. If these strings should be plotted as numbers, cast to the appropriate data type before plotting.
[2025-06-18 14:27:56] Using categorical units to plot a list of strings that are all parsable as floats or dates. If these strings should be plotted as numbers, cast to the appropriate data type before plotting.
[2025-06-18 14:27:56] Using categorical units to plot a list of strings that are all parsable as floats or dates. If these strings should be plotted as numbers, cast to the appropriate data type before plotting.
[2025-06-18 14:27:56] Using categorical units to plot a list of strings that are all parsable as floats or dates. If these strings should be plotted as numbers, cast to the appropriate data type before plotting.
[2025-06-18 14:28:02] 类别型分析完毕
[2025-06-18 14:28:03] 数据预处理完毕
[2025-06-18 14:43:50] 开始逻辑回归模型的网格搜索调参
[2025-06-18 14:43:57] 最佳参数组合：{'C': np.float64(11.288378916846883), 'max_iter': 2000, 'penalty': 'l1', 'solver': 'liblinear'}
[2025-06-18 14:43:57] 最佳交叉验证得分（准确率）：0.8246
[2025-06-18 14:43:57] 开始 KNN 模型的网格搜索调参
[2025-06-18 14:43:58] KNN 最佳参数组合：{'algorithm': 'auto', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}
[2025-06-18 14:43:58] KNN 最佳交叉验证得分（准确率）：0.8200
[2025-06-18 14:43:58]  开始 SVC 模型的网格搜索调参
[2025-06-18 14:46:40] SVC 最佳参数组合：{'C': 1, 'degree': 2, 'kernel': 'poly'}
[2025-06-18 14:46:40] SVC 最佳交叉验证得分（准确率）：0.8313
[2025-06-18 14:46:40]  已保存 SVC 模型的预测结果到 svc_submission.csv
[2025-06-18 14:46:40]  开始 Random Forest 模型的网格搜索调参
[2025-06-18 14:47:53] 最佳参数组合：{'bootstrap': True, 'criterion': 'gini', 'max_depth': 20, 'max_features': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 400}
[2025-06-18 14:47:53] 最佳交叉验证准确率：0.8369
[2025-06-18 14:47:55] 开始记录xgb每轮的 LogLoss、F1、Accuracy、Precision、Recall
[2025-06-18 14:47:55] 第   1 轮 - LogLoss: 0.5240 | F1: 0.6385 | Accuracy: 0.7885 | Precision: 0.9222 | Recall: 0.4882
[2025-06-18 14:47:55] 第   2 轮 - LogLoss: 0.4575 | F1: 0.7826 | Accuracy: 0.8425 | Precision: 0.8289 | Recall: 0.7412
[2025-06-18 14:47:55] 第   3 轮 - LogLoss: 0.4272 | F1: 0.7760 | Accuracy: 0.8448 | Precision: 0.8659 | Recall: 0.7029
[2025-06-18 14:47:55] 第   4 轮 - LogLoss: 0.4079 | F1: 0.7840 | Accuracy: 0.8425 | Precision: 0.8247 | Recall: 0.7471
[2025-06-18 14:47:55] 第   5 轮 - LogLoss: 0.3991 | F1: 0.7988 | Accuracy: 0.8515 | Precision: 0.8291 | Recall: 0.7706
[2025-06-18 14:47:55] 第   6 轮 - LogLoss: 0.3883 | F1: 0.7988 | Accuracy: 0.8515 | Precision: 0.8291 | Recall: 0.7706
[2025-06-18 14:47:55] 第   7 轮 - LogLoss: 0.3817 | F1: 0.8000 | Accuracy: 0.8526 | Precision: 0.8317 | Recall: 0.7706
[2025-06-18 14:47:55] 第   8 轮 - LogLoss: 0.3747 | F1: 0.8030 | Accuracy: 0.8526 | Precision: 0.8215 | Recall: 0.7853
[2025-06-18 14:47:55] 第   9 轮 - LogLoss: 0.3679 | F1: 0.8116 | Accuracy: 0.8616 | Precision: 0.8466 | Recall: 0.7794
[2025-06-18 14:47:55] 第  10 轮 - LogLoss: 0.3651 | F1: 0.8099 | Accuracy: 0.8616 | Precision: 0.8534 | Recall: 0.7706
[2025-06-18 14:47:55] 第  11 轮 - LogLoss: 0.3609 | F1: 0.8099 | Accuracy: 0.8616 | Precision: 0.8534 | Recall: 0.7706
[2025-06-18 14:47:55] 第  12 轮 - LogLoss: 0.3578 | F1: 0.8111 | Accuracy: 0.8616 | Precision: 0.8489 | Recall: 0.7765
[2025-06-18 14:47:55] 第  13 轮 - LogLoss: 0.3557 | F1: 0.8160 | Accuracy: 0.8650 | Precision: 0.8526 | Recall: 0.7824
[2025-06-18 14:47:55] 第  14 轮 - LogLoss: 0.3534 | F1: 0.8171 | Accuracy: 0.8650 | Precision: 0.8481 | Recall: 0.7882
[2025-06-18 14:47:55] 第  15 轮 - LogLoss: 0.3494 | F1: 0.8127 | Accuracy: 0.8605 | Precision: 0.8354 | Recall: 0.7912
[2025-06-18 14:47:55] 第  16 轮 - LogLoss: 0.3451 | F1: 0.8219 | Accuracy: 0.8684 | Precision: 0.8517 | Recall: 0.7941
[2025-06-18 14:47:55] 第  17 轮 - LogLoss: 0.3431 | F1: 0.8157 | Accuracy: 0.8628 | Precision: 0.8385 | Recall: 0.7941
